,name,price_score,proximity_to_park_score,criminality_score,desired
2105,Private Nice Bedroom at Northgate,9,5,2,0
2106,Cozy and Quiet Seattle Home,9,6,2,0
2107,nice private room,9,9,2,0
2108,"Charm, Comfort & Serenity w/Hot Tub",1,0,2,0
2109,Hideaway at the Edge of the City,5,3,2,0
2110,Bamboo Loft Studio in Mapleleaf,7,0,2,0
2111,The Maple Leaf Mother in Law,6,0,2,0
2112,Nice Cozy Futon in Mapleleaf,9,4,2,0
2113,Nice Apartment --living room.,9,8,2,0
2114,Private room with Deck,9,3,2,0
2115,Upscale Seattle Hotel Alternative ,8,2,2,0
2116,Ravenna B&B,9,2,2,0
2117,Luxury 1bedroom Apartment,6,7,2,0
2118,Private Bedroom in Northgate,8,5,2,0
2119,Private bedroom in adorable home,9,0,2,0
2120,Cozy basement apartment in house,7,2,2,0
2121,Luxury Apartment Full 2 bed 2 bath,6,9,2,0
2122,Designer Cottage,5,4,2,0
2123,Winelovers Suite North Seattle,8,3,2,0
2124,Adorable 2+ bedroom home with yard,3,0,2,0
2125,Nice Mapleleaf Single Private Room,9,5,2,0
2126,Artsy Airstream Retreat,9,0,2,0
2127,The Zen home,4,0,2,0
2128,A Nice clean space,8,4,2,0
2129,Plaza Suites - 3 Bedroom Condo B504,3,8,2,0
2130,Quaint Backyard Cottage in Seattle,4,0,2,0
2131,2 BR Spacious Mother-in-Law Condo,3,2,2,0
2132,Private Haven in Maple Leaf,8,8,2,0
2133,New Sun Filled Seattle Apartment,4,0,2,0
2134,CreativeArt-studio Bedroom in Condo,8,4,2,0
2135,Big couch at Northgate,9,5,2,0
2136,Cozy charmer w/ sunroom and park,8,1,2,0
2137,Tall Trees Backyard Retreat,3,0,2,0
2138,Hotel Room & Bath Alternative,8,1,2,0
2139,Seattle Cozy Cottage in Maple Leaf,7,0,2,0
2140,Cozy Home in Quiet Neighborhood,7,7,2,0
2141,Plaza Suites - 1 Bedroom Condo B209,6,2,2,0
2142,Private Studio in Seattle,7,0,2,0
2143,Private 2 Rooms & 1 Bath ,4,0,2,0
2144,The Ravenna Apartment,4,0,3,0
2145,Convenient and Cute U-District Home,5,0,3,0
2146,Private 1BRD in Charming Ravenna ,4,0,3,0
2147,NEWQuiet Bright Room U Village/UW 1,9,0,3,0
2148,Ravenna urban wilderness near UofW,8,1,3,0
2149,Cozy Wedgwood/Ravenna House,9,0,3,0
2150,"Quiet/Clean near UW, Univ Village 4",9,0,3,0
2151,Bright and Lovely Guest Room,7,0,3,0
2152,Sunny room near UW + buses downtown,7,0,3,0
2153,Single Room in a Modern Home,7,1,3,0
2154,Ravenna Retreat,6,0,3,0
2155,Private basement room in U-district,9,0,3,0
2156,Charming Ravenna Bungalow,3,0,3,0
2157,Backyard Studio Apartment near UW,6,0,3,0
2158,U District Backyard Cottage & Loft,6,0,3,0
2159, Ravenna apartment near UW,7,0,3,0
2160,"Beautiful, Artistic Home, near UW",0,3,3,0
2161,The Ravenna View Apartment,3,0,3,0
2162,"Beautiful home near UW,Capitol,Down",9,1,3,0
2163,Brand New Ravenna Hideaway Near UW,3,1,3,0
2164,2 Bedroom Garden Level Unit,4,0,3,0
2165,Bright and Roomy Guest Room,9,0,3,0
2166,Lovely room near UW & Children's,9,1,3,0
2167,1 Bedroom Apartment- Full Kitchen,6,0,3,0
2168,Charming Cottage Near UW and Ravena,3,2,3,0
2169,"Quiet Private Room U Village, UW 6",9,0,3,0
2170,Trailside Apartment,7,0,3,0
2171,"Beautiful Modern Home in Ravenna,",0,1,3,0
2172,"Private apartment, great location",6,1,3,0
2173,Spacious/Clean/walk U Village 05.5,4,1,3,0
2174,Daylight basement ,0,2,3,0
2175,HOLIDAY DEAL- PRIVATE SPA - NEAR UW,8,9,3,0
2176,Lovely Private Garden Apartment,3,0,3,0
2177,Seattle Greenlake Park,9,8,3,0
2178,Sunny room in cozy bungalow,9,6,3,0
2179,Ravenna View Studio and Den Sunroom,4,0,3,0
2180,Ravenna Retreat,4,3,3,0
2181,Charming Home Near UW (Ravenna),9,0,3,0
2182,Adorable craftsman bungalow,3,7,3,0
2183,NEWQuiet Bright Room U Village/UW 2,9,0,3,0
2184,Remodeled Craftsman House- Ravenna,7,1,3,0
2185,"Great Location, Private Apartment",5,9,3,0
2186,Private rm in U-Dist,9,0,3,0
2187,Private Suite with Kitchenette,7,3,3,0
2188,Garden View with Private Entrance,6,0,8,0
2189,Beautiful Ravenna Hardwoods UW,7,6,3,0
2190,2 Bedroom Home in Ravenna,6,0,3,0
2191,"Master Suite, 800 sq ft",4,0,3,0
2192,Elegant room near Uw and Children's,9,0,3,0
2193,Spacious private basemt rm in UDist,8,0,3,0
2194,UW/Seattle Lovely & Stylish 1 Bdrm,6,1,3,0
2195,"Sweet ""Zen Loft"" Cabin  (No shower)",9,8,3,0
2196,Friendly Ravenna Guesthouse,6,3,3,0
2197,Bright & Lovely 3BD in Ravenna,1,0,3,0
2198,Beautiful Ravenna hardwood UW suite,7,6,3,0
2199,Seattle UW Greenlake,9,4,3,0
2200,1910 Neoclassical in Ravenna,6,1,3,0
2201,Quiet wood flr Room U Village/UW 3,9,0,3,0
2202,Bright Remodeled Tudor in Ravenna,1,5,3,0
2203,Multi-windowed spacious U-dist rm,9,1,3,0
2204,West Seattle Guest House,9,0,7,0
2205,Private room in a cohousing home,8,1,7,0
2206,Seattle quiet park in-city home!,3,1,7,0
2207,West Seattle Greenbelt Garden Oasis,6,1,7,0
2208,Cozy Private Bed/Bath in W Seattle,7,0,7,0
2209, Studio apartment- West Seattle,8,2,7,0
2210,Max's West Seattle Hideaway,9,1,7,0
2211,Chic 1 Bed with Fantastic Lake View,4,3,10,0
2212,Elegant home in N. Capitol Hill,0,4,10,0
2213,Beautiful Water View Apartment,5,8,10,1
2214,1908 Craftsman home - cozy room,6,7,10,1
2215,Fabulous Views of Lakes & Mountains,0,3,10,0
2216,"Portage Bay Escape, Seattle",0,2,10,0
2217,Centrally located Roanoke Park home,0,4,10,0
2218,1908 Craftsman home - spacious room,3,6,10,0
2219,Modern 1 bedroom condo in EastLake,3,5,2,0
2220,Garden unit in historic home 2BR2BA,0,2,10,0
2221,Sunny 1 Bedroom Eastlake Apartment,6,7,10,1
2222,Beautiful 2 Bed w/Portage Bay Views,2,6,10,0
2223,Private Suite w Jacuzzi near UW!,3,2,10,0
2224,Exquisite View Home in Capitol Hill,0,7,10,0
2225,Spacious 2BD w Parking & Lake Views,3,5,10,0
2226,Montlake /University/Capitol Hill,3,2,10,0
2227,Pleasant room rear UW,9,2,10,0
2228,2-bedroom Apartment in the Trees,2,2,10,0
2229,Cozy room near UW,9,2,10,0
2230, Capitol Hill Gem in Great Location,4,4,10,0
2231,Capitol Hill Classic Great Location,0,5,10,0
2232,Private Inlaw Unit in Capitol Hill,4,5,10,0
2233,2700sqft 4BR Capitol Hill home ,0,6,10,0
2234,University/Montlake private room,9,3,10,0
2235,Guest Studio - North Capitol Hill,6,3,10,0
2236,Cozy treehouse in the city,1,2,10,0
2237,Capitol Hill Private Room,6,3,10,0
2238,"Arboretum Haven, Seattle 4BR House",0,4,10,0
2239,Private queen room in family home,5,9,10,1
2240,Spacious Studio close to UW campus,3,2,10,0
2241,Montlake Studio,4,3,10,0
2242,Capitol Hill/Seattle University,9,2,10,0
2243,"Spacious, Awesome view, in Caphill",8,3,10,0
2244,Heart of Seattle with Gorgeous View,3,8,10,0
2245,Luxury Condo with lake union views ,1,9,10,0
2246,Location! Capitol HiIl & Walkable!,8,7,10,1
2247,Spacious 2Br/1Ba - Capitol HIll,2,5,10,0
2248,Cozy Urban Studio in Garden Setting,6,5,10,1
2249,Cozy studio in heart of Capital Hil,5,7,10,1
2250,"Private, Spacious Studio in Seattle",1,4,10,0
2251,Pike/Pine Urban Oasis Unit A,1,4,10,0
2252,Huge Private Bedroom on Broadway!,2,7,10,0
2253,Central Capitol Hill Private Studio,5,4,10,0
2254,1 BR Retro Capitol Hill Apartment,6,6,10,1
2255,Capitol Hill Garden Loft & Sunroom,2,7,10,0
2256,Lovely spacious home in Seattle,0,2,10,0
2257,Cap Hill Penthouse Private Room,2,4,10,0
2258,Micro Studio in Lovely Capital Hill,7,7,10,1
2259,Beautiful 1 bedroom apartment,1,2,10,0
2260,Seattle Urban Retreat,0,6,10,0
2261,Capitol Hill Getaway,7,5,10,1
2262,"Capitol Hill, ""Falcon's Nest!""",6,5,10,1
2263,Capitol Hill Gem,7,4,10,0
2264,NEW Stylish Cap. Hill Historic Bldg,6,5,10,1
2265,Cottage Studio,7,9,10,1
2266,Capitol Hill/Downtown 1 Bedroom,6,7,10,1
2267,Cute Capitol Hill Studio Apartment!,8,5,10,1
2268,Center of Pike Street,2,1,10,0
2269,Heart of Capitol Hill Beautiful Apt,3,7,10,0
2270,Vintage Capitol Hill - 1 Pkg Spot,2,5,10,0
2271,1BR Cozy Apartment in Capitol Hill,7,5,10,1
2272,507 Modern Studio on Capitol Hill,8,4,10,0
2273,"Quiet, central location in Seattle",2,8,10,0
2274,Cozy Capitol Hill Home,0,8,10,0
2275,205 Modern Studio on Capitol Hill,8,4,10,0
2276,1BR/1BA Comfy Apt in Capitol Hill,7,8,10,1
2277,1BR in Capitol Hill. 97 Walk Score!,2,5,10,0
2278,Bright + Colorful in Capitol Hill,1,7,10,0
2279,Capitol Hill Stylish Garden Cottage,5,7,10,1
2280,Small House on Capitol Hill,5,3,10,0
2281,Good Vibes City Studio,7,9,10,1
2282,505 Modern Studio on Capitol Hill,8,4,10,0
2283,Cozy Convenient Capitol Hill Studio,4,9,10,0
2284,Charming Capitol Hill Room,6,9,10,1
2285,Private Room Near Downtown!,2,9,10,0
2286,Suite in Capitol Hill Townhouse,8,5,10,1
2287,Convenient Flat on Capitol Hill,4,4,10,0
2288,Gorgeous 1BD Apt in Capitol Hill,4,4,10,0
2289,In-City PH 180º Unobstructed Views,0,6,10,0
2290,Great location with 98 walk score,5,8,10,1
2291,Huge 2 BR Apartment - Cap Hill!,0,6,10,0
2292,Stylish  Studio Apt w/ Full Kitchen,6,8,10,1
2293,Centrally located comfy studio,4,5,10,0
2294,"Spacious 1 bedroom, great views",7,4,10,0
2295,Luxury Capitol Hill Apartment,1,6,10,0
2296,PureSpace- Sunshine Room,9,9,10,1
2297,"Eclectic, Spacious Cap Hill Studio",4,7,10,0
2298,Capitol hill cabin with loft bed!,1,6,10,0
2299,Capitol Hill Excursion Part three,8,6,10,1
2300,Sunset Room,7,4,10,0
2301,Bedroom - Close to Everything!,6,7,10,1
2302,11th Avenue Inn Bed and Breakfast,5,7,10,1
2303,"Private Room, Convenient Location",8,8,10,1
2304,Vacation rental- Convention Center,5,6,10,1
2305,A warm bed for your cold nights,2,4,10,0
2306,Capitol Hill Excursion part duex,8,9,10,1
2307,Beautiful Capitol Hill Townhouse,2,4,10,0
2308,"Charming, Capitol Hill Penthouse",2,8,10,0
2309,Quiet Capitol Hill Gem,3,4,10,0
2310,"Enjoy a spaciously cozy, view condo",0,8,10,0
2311,Capitol Hill Master Bedroom,6,6,10,1
2312,Capitol Hill Craftsman Corner View,6,6,10,1
2313,CH Private entrance bedroom & bath,7,8,10,1
2314,Private unit in Capitol Hill home,4,3,10,0
2315,Comfy 1 Bdrm Capitol Hill Apartment,3,8,10,0
2316,Majesty Suite Capitol Hill Home,4,8,10,0
2317,Io House (Pvt Queen) - SLU walkable,7,8,10,1
2318,Master Suite B in Capitol Hill Home,7,5,10,1
2319,"Convenient location, beautiful view",0,5,10,0
2320,Modern Capitol Hill Apartment,1,6,10,0
2321,Slightly Bohemian Studio,4,8,10,0
2322,The Joy of Art (Capitol Hill),7,7,10,1
2323,Spacious stay in ideal location!,9,5,10,1
2324,Volunteer Park Room 2,8,8,10,1
2325,Cozy Apartment on Capitol Hill,7,5,10,1
2326,Sunny & Decorative Capitol Hill Apt,3,9,10,0
2327,Bright Loft in the Heart of Seattle,2,9,10,0
2328,Cap Hill - Artsy Studio 95walkscore,4,9,10,0
2329,Charming one bed apt - Capitol Hill,6,9,10,1
2330,Capitol Hill 2 BR near Downtown,5,8,10,1
2331,The Casbah,3,8,10,0
2332,Studio in Capitol Hill,1,9,10,0
2333,Views and Brews on the Hill,5,9,10,1
2334,Capitol Hill Excursion Part four,9,9,10,1
2335,SPACIOUS CLEAN LIVING SPACE IN CITY,9,7,10,1
2336,Io Annex (bunk 1U) - SLU walkable,9,9,10,1
2337,Classic Capitol Hill Home,0,8,10,0
2338,Io Annex (bunk 3L) - SLU walkable,8,6,10,1
2339,Io Annex (bunk 2L) - SLU walkable,9,7,10,1
2340,Io Annex (bunk 2U) - SLU walkable,9,7,10,1
2341,Io Annex (bunk 1L) - SLU walkable,9,5,10,1
2342,Io House (bunk 2L) - SLU walkable ,9,8,10,1
2343,Heart of Capitol hill w/ views!,7,5,10,1
2344,"Central Guest Room, Stunning View",6,6,10,1
2345,Vibrant Lively Urban Retreat,6,6,10,1
2346,Beautiful Condo on Caphill,0,6,10,0
2347,Capitol Hill View Home ,1,5,10,0
2348,"Close to Downtown,  ""Paris"" Room",6,2,10,0
2349,Cozy Private 1BR Oasis,6,6,10,1
2350,Top floor views on Capitol Hill!,2,9,10,0
2351,Modern on Capitol Hill Nov Sale!,4,5,10,0
2352,Ideal Location + Bike - (Bttm Bunk),9,6,1,0
2353,Rustic Spacious Sunny Cap Hill Apt,2,5,10,0
2354,large modern unit & fab location,3,9,10,0
2355,couch in CapHill studio by downtown,9,7,10,1
2356,"spacious, great location",1,6,10,0
2357,Seattle apartment 1BR,3,5,10,0
2358,Cozy Oasis in Capitol Hill,6,2,10,0
2359,Mid-Century Home in Capitol Hill,1,8,10,0
2360,"Cozy Artsy Condo, Walk Downtown",5,6,10,1
2361,The heart of Capitol Hill,9,5,10,1
2362,Capitol Hill Townhouse with Views,5,6,10,1
2363,Volunteer Park Room 1   ,8,4,10,0
2364,Huge house in Capitol Hill,1,5,10,0
2365,Short-term stays 2br Capitol Hill,2,8,10,0
2366,Sleep and work space in downtown,8,4,10,0
2367,Cozy 1 BR Capitol Hill Apartment,8,9,10,1
2368,Capitol Hill Studio Apartment,7,5,10,1
2369,305 Modern Studio on Capitol Hill,8,3,10,0
2370,Beautiful & Central in High End St.,7,3,10,0
2371,Capitol Hill Cottage Studio,5,4,10,0
2372,St. John's Apartments #308 - 1 BR,1,6,1,0
2373,Two twin beds big room with a view,7,3,10,0
2374,Heart of Capitol Hill Stunning View,6,8,10,1
2375,Bright and spacious Cap Hill room,5,5,10,1
2376,Apartment in heart of Capitol Hill,3,9,10,0
2377,Amazing Lake Union Views: 2 Bedroom,3,6,10,0
2378,Wake Up To The Space Needle!,3,9,10,0
2379,"New LUXURIOUS Apt,Great Location!!!",4,8,10,0
2380,Old World Charm in Modern Seattle,4,9,10,0
2381,"MODERN, CLEAN Capitol Hill LOCATION",5,6,10,1
2382,Private 1 BR Oasis,5,4,10,0
2383,Stay in the heart of Capitol Hill!,4,8,10,0
2384,1BR/1BA+parking in Capitol Hil,7,5,10,1
2385,Stylish Capitol Hill Apartment,2,7,10,0
2386,"Bright, cozy nest on Capitol Hill",2,7,10,0
2387,"Cozy, unique bedroom in Capitol Hil",4,8,10,0
2388,Spacious Studio in Best Location!,5,4,10,0
2389,"Capitol Hill Oasis, Upper",5,8,10,1
2390,Spacious 1BR in great neighborhood,8,5,10,1
2391,Cute Cap Hill Studio w/Great View!,4,4,10,0
2392,Urban Loft with Amazing Views,2,8,10,0
2393,PANORAMIC VIEWS OF LAKE WASHINGTON!,2,9,10,0
2394,Historic Heart of Capitol Hill,5,7,10,1
2395,Top Floor Capitol Hill Location!,1,5,10,0
2396,Courtyard View on Capitol Hill,7,6,10,1
2397,"100WalkScore, Hotel Qlty, FreeBkfst",6,6,10,1
2398,Charming House in Capitol Hill,1,3,10,0
2399,Lux 1BD in CapHill. 97 Walkscore,2,5,10,0
2400,Cozy Studio on Capitol Hill,5,7,10,1
2401,2Bed 2Bath w Parking Capitol Hill,0,9,10,0
2402,Historic 1 BR Gem on Capitol Hill,3,8,10,0
2403,"Spacious, New Apt & Terrace on Park",1,8,10,0
2404,Bunker 11: Walk to Downtown Seattle,5,8,10,1
2405,Studio-Plus on Capitol Hill,6,7,10,1
2406,Best Urban Location & Patio,0,6,10,0
2407,launchingpad/landingpad ,6,4,10,0
2408,"Heart of the city, View from up-top",5,9,10,1
2409,Rick Owens Inspired Studio,7,9,10,1
2410,Renovated 1904 Capitol Hill classic,0,6,10,0
2411,1 bed/1bath in a 6bed/6bath house,3,6,10,0
2412,Entire apartment in Capitol Hill,4,4,10,0
2413,Luxurious Local Lifestyle 2Bd/2+Bth,1,6,10,0
2414,Spacious Apartment in Capitol Hill!,8,8,10,1
2415,Beautiful Space Needle/Skyline View,6,9,10,1
2416,408 Modern Studio on Capitol Hill,8,4,10,0
2417,Gorgeous Old Style Apartment,3,2,10,0
2418,Triplex A on Capitol Hill,3,7,10,0
2419,"Cozy Apt, Great View - Capitol Hill",6,5,10,1
2420,Cozy 1BD in heart of Capitol Hill,1,9,10,0
2421,Capitol Hill Excursion Part five,9,8,10,1
2422,Triplex C on Capitol Hill,5,4,10,0
2423,Exposed brick beauty in CapitolHill,5,6,10,1
2424,Large Seattle Studio (Capitol Hill),6,5,10,1
2425,New Modern Pike/Pine Apartment,0,3,10,0
2426,Condo rental room  in downtown!,7,6,10,1
2427,Clean Capitol Hill Apt,7,5,10,1
2428,Charming Modern 1 Bdrm Capitol Hill,5,7,10,1
2429,"Charming, sunny & near everything!",7,6,10,1
2430,Cute N. Capitol Hill home! Pets Ok,1,5,10,0
2431,"Harrison Modern ""Mad Men"" Suite ",4,5,10,0
2432,403 Modern Studio on Capitol Hill,8,4,10,0
2433,Io House (Pvt Twin) - SLU Walkable,8,4,10,0
2434,Vintage Charm in Capitol Hill,6,5,10,1
2435,Modern 1 bedroom loft apartment,5,7,10,1
2436,Bright & Beautiful on Capitol Hill,2,5,10,0
2437,Cap Hill Mid-Cent. Modern Apt.,3,5,10,0
2438,"Updated, Cap Hill condo w/ parking",2,6,10,0
2439,Artsy Charmer in Center of Cap Hill,5,7,10,1
2440,Beautiful Capitol Hill Craftsman,0,6,10,0
2441,MODERN LUXURY on Capitol Hill,4,6,10,0
2442,PureSpace- Slumber Party Room ,9,6,10,1
2443,Get Local @ The Lounge- Sleeps 4 ,8,6,10,1
2444,The Tree Room with King-Sized Bed ,8,9,10,1
2445,Pure Space - The Water World Room  ,9,7,10,1
2446,"Close to Downtown, Ground-Level Rm",6,2,10,0
2447,Private Room - Capitol Hill Seattle,8,6,10,1
2448,Great Location:2Bed&2.5Bath&Parking,1,7,10,0
2449,Spacious Studio Close to Everything,8,7,1,0
2450,One Bedroom in Capitol Hill,7,9,10,1
2451,Cozy Cap Hill Studio,5,4,10,0
2452,Hip Mid-Century Capitol Hill Flat,6,6,10,1
2453,City 2 Bdrm Condo Convention Center,3,9,1,0
2454,Capitol Hill 1BR Kitchen & Balcony,2,9,10,0
2455,Home away from home - Capitol Hill ,0,6,10,0
2456,Sanctuary in the city,3,7,10,0
2457,302 Modern Studio on Capitol Hill,8,5,10,1
2458,Charming and cozy on Capitol Hill!,3,7,10,0
2459,L-tryptophan on your Trip-To-Fam?,3,2,10,0
2460,Woodland Room,6,4,10,0
2461,Breathtaking view From Capitol Hill,2,4,10,0
2462,Spacious shared space in Capitol Hl,9,5,10,1
2463,Musical Oasis in Cap Hill,4,7,10,0
2464,Emerald City Gem,5,7,10,1
2465,Lovely Vintage Apartment,1,4,10,0
2466,Private room near downtown Seattle,9,5,10,1
2467,THE URBAN OASIS- Great Location!,0,9,10,0
2468,Capitol Hill Craftsman Denny View,6,7,10,1
2469,Bright Apt. in Creative Building,2,9,10,0
2470,Modern Spacious 2BD Apt - Cap Hill,0,2,10,0
2471,"Large and Vintage 1BR, Calm Area",2,9,10,0
2472,Io Annex (bunk 3U) - SLU walkable,8,9,10,1
2473,Capitol Hill Studio Apartment,4,8,10,0
2474,Newly Listed Historic Designed Flat,5,4,10,0
2475,Modern 1-bedroom w/ sunset views,2,7,10,0
2476,Capital Hill 1Bed Vintage Fun! ,5,2,10,0
2477,1 BR Apt in the Heart of Cap Hill,4,4,10,0
2478,Huge 2 BR/2 Bath-Heart of Cap Hill ,1,8,10,0
2479,Unique loft with private roof deck,0,5,10,0
2480,Very close to Seattle downtown,6,6,10,1
2481,Cozy Capitol Hill Studio,4,8,10,0
2482,"MODERN, Spacious, new  LOCATION",4,7,10,0
2483,Vintage Capitol Hill - 1+ Pkg Spots,1,7,10,0
2484,107 Modern Studio on Capitol Hill,9,5,10,1
2485,Diamond 11 : Walk to Downtown,5,5,10,1
2486,Luxurious Building- Prime Location,5,5,10,1
2487,Capitol Hill Launch Pad,6,4,10,0
2488,"Capital Hill - modern, 98 Walkscore",7,9,10,1
2489,Io House (2P #2) - SLU walkable,8,8,10,1
2490,Capitol Hill Oasis- Lake Union view,7,6,10,1
2491,Prime Cap Hill w/ Fireplace & SPACE,9,5,10,1
2492,203 Modern Studio on Capitol Hill,9,8,10,1
2493,Stylish One Bedroom in Capitol Hill,3,4,10,0
2494,Charming Capitol Hill One-Bedroom,2,6,10,0
2495,Studio apartment on lower cap hill,6,9,1,0
2496,402 Modern Studio on Capitol Hill,8,4,10,0
2497,Bdrm in Designer's Cap Hill Apt,4,7,10,0
2498,Stylish Modern Loft in Capitol Hill,1,8,10,0
2499,AMAZING Views - Cap Hill Private Rm,2,4,10,0
2500,Vintage Capitol Hill - 2 Pkg Spots,0,7,10,0
2501,Studio in heart of Capitol Hill,7,3,10,0
2502,Barn 11 : Walk to Downtown Seattle,5,9,10,1
2503,Best Coffee in Seattle 1 Block Away,0,4,10,0
2504,"Sunny, Central w/ Space Needle View",5,9,10,1
2505,One bdrm and sleeper sofa in House,4,6,10,0
2506,Pure Space  - The Modern Room ,8,7,10,1
2507,Historic Capitol Hill Apartment,4,5,10,0
2508,Beautiful Guest Bedroom & Bathroom,7,2,10,0
2509,Pike/Pine Urban Oasis Unit B,1,9,10,0
2510,Historic Capitol Hill apartment,1,7,10,0
2511,Master Suite A in Capitol Hill Home,7,5,10,1
2512,304 Modern Studio on Capitol Hill,8,4,10,0
2513,Pike/Pine Urban Oasis Unit C,1,6,10,0
2514,Modern luxury on Capitol Hill,4,8,10,0
2515,Middle of it All in Pike/Pine,7,3,10,0
2516,Beautiful Capitol Hill Studio,5,6,10,1
2517,"Space Needle Views, Downtown Apt",2,8,10,0
2518,Modern 1BR/1BA with Skyline Views,1,7,10,0
2519,404 Modern Studio on Capitol Hill,8,7,10,1
2520,Io House (bunk 1U) - SLU walkable ,9,8,10,1
2521,Capitol Hill Historic District,0,2,10,0
2522,Io House (bunk 1L) - SLU walkable ,9,5,10,1
2523,Close to All the Action,9,9,10,1
2524,Capitol Hill Excursion,8,9,10,1
2525,Capitol Hill 2BR Apartment,3,3,10,0
2526,99 Comfy 1Bed in Cap Hill,2,7,10,0
2527,Historic Capitol Hill Garden Apt.,4,2,10,0
2528,Capitol Hill 2 BR - St. John's #203,1,6,1,0
2529,Capitol Hill 2bdr w/ Garage Parking,2,9,10,0
2530,504 Modern Studio on Capitol Hill,8,5,10,1
2531,Spacious Capitol Hill house,0,7,10,0
2532,* Parkside Capitol Hill Jem *,6,6,10,1
2533,Ideal Location + Bike - (Top Bunk),9,6,1,0
2534,Fantastic mountain view 2-bdrm home,1,6,10,0
2535,2BR/1BA Capitol Hill Bungalow/Loft,2,6,10,0
2536,Walker’s Paradise Cap. Hill Studio,6,7,10,1
2537,Capitol Hill Craftsman Cottage Room,6,7,10,1
2538,Stay on Capitol Hill!,0,3,10,0
2539,Vintage Apt in Heart of CapitolHill,4,5,10,0
2540,Vintage Apt in Heart of CapitolHill,1,5,10,0
2541,Cite Jardin - An Urban Retreat,0,7,10,0
2542,Modern Studio On Capitol Hill 402,8,8,10,1
2543,Modern Clean Bright Spacious APT,3,5,10,0
2544,501 Modern Studio on Capitol Hill,8,3,10,0
2545,"Quiet, charming studio with parking",7,5,10,1
2546,Hacker Studio on Capitol Hill,9,5,10,1
2547,Private room in Capitol Hill,6,4,10,0
2548,Spacious Urban 1 Bedroom Condo,3,8,1,0
2549,Queen Hide-A-Bed - Capitol Hill,6,8,10,1
2550,Amenity Filled Fab Cap Hill Studio!,5,4,10,0
2551,Comfy Private Oasis on Capitol Hill,2,4,10,0
2552,Charming Private 1BR Oasis,6,5,10,1
2553,1 Bdrm Condo across Convention Ctr,2,8,1,0
2554,306 Modern Studio on Capitol Hill,8,6,10,1
2555,Charming 1BD in trendy Capitol Hill,3,6,10,0
2556,Convenient 1Br in Capitol Hill,2,2,10,0
2557,Private Suite & BR on Capitol Hill,4,7,10,0
2558,Io House (bunk 2U) - SLU walkable ,9,5,10,1
2559,Studio in Downtown/Capitol Hill,8,5,10,1
2560,Convenient Capitol Hill Location,5,4,10,0
2561,Bright + Spacious Capitol Hill Home,4,6,10,0
2562,"Studio Appartment, Stunning View",4,9,10,0
2563,"Cute, clean studio prime location!",2,4,10,0
2564,Hardwood home on the Hill,6,5,10,1
2565,Wonderful open studio  Capitol Hill,4,3,10,0
2566,"Quaint, charming, updated studio",3,4,10,0
2567,Io House (2P #1) - SLU walkable ,8,6,10,1
2568,"Cozy, Amenity-Filled Apt in Cap Hill",6,2,10,0
2569,Adult Only Quiet 2/br Capitol Hill,1,9,10,0
2570,Charming Getaway in the City,0,6,10,0
2571,Private 2 BR OASIS,2,6,10,0
2572,Furnished 1 Bedrm Apt near Broadway,3,3,10,0
2573,Apartment in Capitol Hill,9,7,10,1
2574,1 BR in the heart of Capitol Hill,4,3,10,0
2575,Bright corner Capitol Hill 1 br,4,7,10,0
2576,Luxurious and new on Capitol Hill,4,6,10,0
2577,Clean & Cozy One bedroom apartment,4,7,10,0
2578,Studio in the heart of Capitol Hill,8,9,10,1
2579,Cap Hill Sunny Duplex,5,5,10,1
2580,Window with a view of Seattle's,2,9,10,0
2581,"Simple apartment, heart of the city",4,6,10,0
2582,Capitol Hill - Quiet/Great Location,3,9,10,0
2583,Lake View from Capitol Hill,5,8,10,1
2584,Short-term stays in beautiful home,0,9,10,0
2585,New! Cozy Capitol Hill Studio,5,9,10,1
2586,Spacious 1920s Capitol Hill duplex,1,9,10,0
2587,The Maple Deluxe Vacation Apartment,6,4,10,0
2588,Capital Hill Couch,8,8,10,1
2589,PRIME Bright Cap Hill APT + HAMMOCK,3,5,10,0
2590,Studio Apartment Seattle,4,7,10,0
2591,1 bed apartment in Capitol Hill,6,3,10,0
2592,"Sunny & Spacious 1,000sq 1 Bdrm Apt",1,5,10,0
2593,Modern Apartment  in Capitol  Hill,5,2,1,0
2594,Capitol Hill Room w/ Childrens Room,1,8,10,0
2595,Whole second floor in Ballard 华语没问题,4,2,5,0
2596,Ballard Cottage,7,7,5,0
2597,Ballard studio - 85 Walk Score!,4,1,5,0
2598,Bright Ballard Entertainer,5,1,5,0
2599,Available for Christmas-Ballard,5,0,5,0
2600,Private Room Close to Beach,9,2,5,0
2601,The Ballard Fishermans Bungalow,6,1,5,0
2602,Private room in Sunny Ballard,9,0,5,0
2603,Entire Finished Basement in Ballard,6,0,5,0
2604,Deluxe upper bedroom near Ballard,8,0,5,0
2605,Glam 70's Private Room in Seattle,8,0,5,0
2606,"Renovated house, chef's kitchen",7,2,5,0
2607,1-bedroom Mother-in-Law Apartment,6,3,5,0
2608,"Private, Large Room+Bath in Ballard",6,2,5,0
2609,Cozy Ballard Flat,9,1,5,0
2610,Bright Ballard Charmer!,4,0,5,0
2611,Ballard Bliss,9,1,5,0
2612,Beautiful Craftsman home in Ballard,1,0,5,0
2613,Amazing Ballard - 85 Walk Score!,3,1,5,0
2614,Spacious & Private Ballard Basement,7,2,5,0
